name,line
Nijika Ijichi," No prob! I already work in customer service, so I got this handled!"
Students, Thank you! Thank you!
Nijika Ijichi, Welcome home!
Ikuyo Kita, Welcome home!
Nijika Ijichi, What bands are you here to see today?
Ikuyo Kita," Ijichi-senpai, this is a maid cafe!"
Nijika Ijichi," Ah, I slipped into my usual work persona!"
Hitori Gotou, Incredible. Kita-san and Nijika-chan have such overwhelming adaptability and customer service powers!
Apocalypse Hooligan, Scuse me! Could I have s'more water?
Ikuyo Kita," Ryo-senpai, you take care of them!"
Ryo Yamada, Heh. You want it? Come get it.
Apocalypse Hooligan, F-F-Forgive us for our arrogance!
Ikuyo Kita," This isn't the club! Still hot, though!"
Hitori Gotou," R-Ryo has her own inexplicable power, too..."
Apocalypse Hooligan, Thanks! Y-Y-Yeah!
Nijika Ijichi, Hey! I brought a group!
Students, Uh-oh!
Ikuyo Kita, Welcome home! Come right this way!
Culture Festival Planner," Gotoh-san, you can take a break!"
Hitori Gotou, S-Sure...
Hitori Gotou, This difference in reception... It feels like a preview of tomorrow's concert!
Students, Awesome! We're sold out of omurice already!
Culture Festival Planner, I bet we take first place in the class sales rankings!
Students, We owe it to Kita-chan and the rest of your band! Thank you so much!
Nijika Ijichi," Hey, it's no biggie! We had fun too! Thanks!"
Culture Festival Planner, We'll totally come to watch your concert tomorrow!
Nijika Ijichi, Awesome! Please do!
Ryo Yamada, And what about our fee? Don't tell me you expected us to work for free...
Nijika Ijichi, C'mon! We gotta go practice!
Ryo Yamada, Waaaagh...
Ikuyo Kita," But first, could we do one thing?"
Ikuyo Kita, I wanted to get a look at our venue before we left!
Nijika Ijichi," Wow, what a pretty gym!"
Ryo Yamada, The max occupancy must be around a thousand.
Ikuyo Kita," I doubt we'll get that many people, of course... But I sure hope we get a lot!"
Hitori Gotou, Y-Yeah...
Nijika Ijichi, You bet we will! We've got Kita-chan power on our side!
Hitori Gotou, R-Right...
Hitori Gotou, I'll be standing up there tomorrow... Together with Kessoku Band!
Nijika Ijichi," I've been thinking, Bocchi-chan... Your guitar's pretty old, isn't it?"
Ryo Yamada," I noticed that too! The frets are rusty, plus the hairline cracks... It's a well-used vintage item, right? It could sell for quite a lot—"
Nijika Ijichi, Stop putting a price on everything.
Hitori Gotou," Um, I'm borrowing the one my dad used when he was younger... So I guess it is pretty old."
Nijika Ijichi," He's coming with your family tomorrow, right?"
Hitori Gotou," Y-Yeah... He couldn't make it to our concert because of the storm, but he was pretty excited. He even bought a camcorder!"
Naoki Gotou, Vibes in the house!
Nijika Ijichi, I can totally imagine it!
Ikuyo Kita, My friends sent me a LOINE message about how much they're looking forward to it!
Nijika Ijichi, All the more reason to give it our best!
Hitori Gotou," Y-Yeah, guess so!"
Nijika Ijichi," Oh, right... What kind of MCing should I do for tomorrow's concert?"
Ikuyo Kita," Introduce us, the songs, and add a little commentary, I guess?"
Hitori Gotou, Th-That sounds good to me.
Nijika Ijichi," Well, what we do now is fine... But I thought a little funny MCing like popular bands do might be fun."
Ryo Yamada, Band MCing is never funny. Fans just laugh along to humor them. Opinions expressed are solely Yamada's
Nijika Ijichi, Way too harsh!
Ryo Yamada," Once we get popular, even your lousiest MCing will pick up big laughs. Don't worry."
Nijika Ijichi, Is that a reassurance or a diss?!
Hitori Gotou, Break-up imminent!
Ikuyo Kita," Now, now! No fighting! Let's finish our practice!"
Nijika Ijichi," Right, sorry. Let's do it! Okay, here we go!"
Nijika Ijichi, Sounds great!
Hitori Gotou, Huh?
Ryo Yamada, Yeah.
Ikuyo Kita, That was wonderful!
Hitori Gotou, Kita-san's kind of...
Ikuyo Kita," What's the matter, Gotoh-san?"
Hitori Gotou," Oh, I thought... I just really hope people enjoy our concert!"
Ikuyo Kita," Yeah, I know they will!"
Ryo Yamada, That's good. Be confident.
Nijika Ijichi," We're counting on you, Bocchi-chan!"
Ikuyo Kita, We all need to have self-confidence. I think you'll knock everyone's socks off!
Hitori Gotou," Oh, I doubt that..."
Ikuyo Kita, You totally will! Because you're so amazingly... No... Never mind. Let's just do our best!
Hitori Gotou, R-Right!
Nijika Ijichi," Well, that's all for today! In preparation for tomorrow, let's all get to bed early! Right!"
Hitori Gotou," Good work today, all!"
Ikuyo Kita," It's got that autumn feeling, huh?"
Nijika Ijichi, I figured we'd be working on our first mini-album by now.
Ikuyo Kita, We're making steady progress. That's all that matters!
Hitori Gotou, It's almost here. The festival performance. My first performance in front of the school. I can't be as confident as Kita-san is. But I do hope they enjoy us!
Nijika Ijichi, My sister said she'd be here too!
Ikuyo Kita," Wow, really?"
Hitori Gotou," Okay, girl. Have faith in yourself! Trust that it's all going to go right. What if... What if a record company producer is in the audience?"
Guitar man, Magnifique! You deserve a debut contract!
Hitori Gotou," The success story of a high school band... Maybe it'll make the news, and we'll become a legend!"
Ikuyo Kita," Back in her own little world, huh?"
Nijika Ijichi," Time to go, Bocchi-chan!"
Hitori Gotou, C-Coming!
Nijika Ijichi," They're loving the band before us, huh?"
Ikuyo Kita, They're playing a big hit song from this year.
Ryo Yamada, Who waves glowsticks at a rock concert?
Ikuyo Kita, I'm so nervous now!
Nijika Ijichi, Kita-chan! Deep breaths! Bocchi-chan! You okay?
Hitori Gotou, Yes!
Nijika Ijichi," Six months ago she had to wear the mango box, and now she's facing it head-on!"
Ryo Yamada, Why's this band's drummer so loud?
Ikuyo Kita," Gotoh-san, you breathe too! Deep breath in... Deep breath out. Deep breath in... Deep breath out."
Culture Festival Announcer, Kessoku Band! You're up soon!
Nijika Ijichi," Right! Okay! Wanna do a huddle? Oh! Or that thing where we put our hands together and go ""Yeah!"""
Ikuyo Kita, I love it! Let's do it!
Ryo Yamada, So stuffy.
Nijika Ijichi," Left hands, all!"
Ikuyo Kita, Okay!
Nijika Ijichi, Just do it already!
Ikuyo Kita," You too, Gotoh-san!"
Hitori Gotou, R-Right.
Nijika Ijichi," Now, let's play hard and have fun! One, two..."
Culture Festival Announcer, Our next band is Kessoku Band!
s Friends, Kita-chan! Kita-chan! Kita-chan!
Ikuyo Kita, Hi!
Hitori Gotou, It's just what I expected.
Futari Gotou, Big Sis! Give it your best!
s Fans, Hitori-chan!
Hitori Gotou, M-My fans!
s Fans, Give it your best!
Hitori Gotou," People from my class, too... It's not just what I expected!"
Kikuri Hiroi," Hey! Kick ass up there, Bocchi-chan! Hey, look! 'Cuz today's special, I'm drinkin' the kind that comes in glasses! Gimme a good show, 'kay?!"
Students, Reeks of booze! I'm not sure she should be here...
Kikuri Hiroi," Huh? Whu? Don't ignore me, Bocchi-chan! It's me, Big Sister Kikuri!"
Hitori Gotou, I shouldn't have invited her!
Seika Ijichi," Get it together, loser!"
Kikuri Hiroi," S-Senpai... Uncle, uncle!"
Ikuyo Kita," We're Kessoku Band, and we mainly play outside of school. We hope our performance helps make today more memorable for everyone. And if you're interested, we hope you'll come to see us at our club! Here comes our first song... as Kessoku Band!"
Ikuyo Kita," Thank you! That was our first song, I Will Never Forget!"
Hitori Gotou, I can't believe how enthusiastic they are. But...
s Friends, Kita-chan! You were so cute!
Ikuyo Kita," Now, before we play our next song... Let's have a few words from Kessoku Band's leader: our drummer and my senpai, Nijika Ijichi!"
Seika Ijichi, They've worked pretty hard.
Kikuri Hiroi, Yeah... But Bocchi-chan...
Nijika Ijichi," Our esteemed bassist, Ryo Yamada, told me that any MCing I did for Kessoku Band would be a flop, and at first I thought, ""How dare you!"" But until I learn to be entertaining with this stuff, I figured I'd stick to concert announcements! Of course, I don't actually know when our next concert'll be... But if you wanna see more, just hit up our vocalist, Kita-chan,"
s Friends, Kita-chan!
Crowd, Hitori-chan!
Nijika Ijichi," Nice to meet you, everyone! Are you having a good time?! or our guitarist, Bo— Hitori Gotoh, when you can! Anyway, let's move on to the next song!"
Ikuyo Kita, Right! Please lend us your ears! Our next song is To Become a Constellation...!
Hitori Gotou," Yeah, something's not right. It's been fine this whole time, but now I can't get the E string in tune... The E string! Not good... But if I can at least get the B string in tune... The peg's broken!"
Kikuri Hiroi, She can't use the B string now. She won't be able to do her solo.
Hitori Gotou," What'll I do? My solo's coming up... If our big culture festival performance fails because I had equipment trouble... What do I do? What do I do, what do I do, what do I do, what do I do?! Kita-san... She's ad-libbing completely on the fly!"
Ikuyo Kita, I'm going to make sure everyone can see... how amazingly cool Gotoh-san really is!
Crowd," What's their guitarist doing? Dunno, but it's pretty awesome!"
Seika Ijichi, Who whips out the bottleneck playing at a time like this?
Kikuri Hiroi, Now it won't matter if she's a little out of tune!
Ikuyo Kita," Well... I wasn't going to say anything before our last song, but please let me say one thing! Thanks so much for having us today! We're gonna try our best to become so good, that one day you'll brag about having seen us here!"
Crowd," Awesome! Budokan-bound! You were great, Whatever-san! You did good even when your string broke!"
Ikuyo Kita," Hey, Gotoh-san! Looks like you've gotta say something!"
Hitori Gotou, P-People with social anxiety can't talk without a pre-arranged script! If you put me in this unplanned situation... Say something funny. Something funny. Something... Something... funny...
Ikuyo Kita, Gotoh-san? Gotoh-san?!
Nijika Ijichi," You okay, Bocchi-chan?!"
Crowd, Someone call a teacher!
Ryo Yamada, You're a legendary rock star!
Kikuri Hiroi, Bocchi-chan rocks!
Seika Ijichi, At least show a little concern!
Nijika Ijichi, Seriously!
Crowd, Someone bring a stretcher!
Naoki Gotou, Hitori! You okay?!
Futari Gotou, I'm sorry about my sister.
Nijika Ijichi," H-Hey, it's fine!"
Hitori Gotou, It's all over.
Ikuyo Kita," Are you all right, Gotoh-san? Are you conscious?"
Hitori Gotou, Y-Yeah...
Ikuyo Kita, Thank goodness. Looks like it wasn't too bad.
Hitori Gotou, Um... I'm really sorry I ruined everything. After all you did...
Ikuyo Kita," Actually, I think people liked it even more."
Hitori Gotou, Um... Where are the others?
Ikuyo Kita," They're cleaning up now. They said we'd have an after-party if you were feeling well enough. But if you aren't, we can save it for later."
Hitori Gotou," R-Right... Oh, that was a surprise. Kita-san. You got so good so fast."
Ikuyo Kita," Only for rhythm, of course."
Hitori Gotou, Um...
Ikuyo Kita," I can't do the kind of playing that really draws people in. But I seem to be pretty good at the give-and-take with you guys. I'm gonna keep working on my playing, so please keep teaching me. Gotoh-sa— Hitori-chan."
Hitori Gotou, R-Right!
Ikuyo Kita," Okay, I'm off! Come by when you're ready!"
Hitori Gotou, R-Right...
Ikuyo Kita, I'm going to become good enough to support Hitori-chan.
Speaker Voice, Culture Festival will now come to an end.
Kikuri Hiroi, After-party! After-party!
Nijika Ijichi, I hope Bocchi-chan's okay...
Students," Hey, it's the stage diver. Oh, the crazy rocker chick?"
Hitori Gotou," Some day... Some day, I will quit high school!"
Hitori Gotou," Forgive me, Father!"
Futari Gotou," What're you doing, Sis?"
Hitori Gotou, I broke the guitar Dad lent me while we were playing!
Naoki Gotou," P-Please, get up! I'm really not mad! Please? It's just a broken peg, right? It's really not that big a deal."
Hitori Gotou, But...
Naoki Gotou," Plus, it was pretty rad the way you broke it in the middle of the concert! Nowadays, they sell guitars designed to break. You should use one of those in your next gig!"
Hitori Gotou, What kind of daughter are you trying to raise?
Naoki Gotou," Anyway, this is probably a good opportunity for you to buy your own guitar."
Futari Gotou," Play with me, Dad! C'mon, Dad!"
Michiyo Gotou, What a good idea!
Naoki Gotou," That way, if you hit an issue like this again, you can deal with it right away."
Hitori Gotou," But... Even though I do have a job, all the money goes to my quotas. I can't afford..."
Naoki Gotou, No worries! You've got money!
Hitori Gotou," Wh-Where'd it all come from? Dad, are you involved in some shady dealings?!"
Hitori Gotou, I c-can't accept your dirty money!
Naoki Gotou, We're not that badly off!
Michiyo Gotou, That's money you earned from advertisements on your videos.
Naoki Gotou," See, if a video gets enough views, they pay you. Did you forget the video site account you use is a family account?"
Hitori Gotou," You mean, my videos..."
Naoki Gotou," We know all about 'em! guitarhero, right? They've been racking up the views, so I monetized 'em in secret. How'd my girl get so good?! I figured you'd need the money eventually. And it's been amazing to see you work so hard and get better and better at the guitar. Right, dear?"
Michiyo Gotou," Yes. I don't know much about music, but I do think you're amazing at it!"
